respcolor,stimcolor,trialnum,subject,stimword,reaction_time
R,R,44.0,156873.0,G,1624.0
G,G,45.0,156873.0,R,1792.0
Y,Y,46.0,156873.0,Y,2149.0
G,G,47.0,156873.0,G,1712.0
B,B,48.0,156873.0,B,1583.0
Y,Y,49.0,156873.0,Y,1505.0
B,B,50.0,156873.0,B,1415.0
R,R,51.0,156873.0,R,1128.0
G,G,52.0,156873.0,G,1048.0
B,B,53.0,156873.0,B,1232.0
G,G,54.0,156873.0,G,1175.0
Y,Y,55.0,156873.0,Y,1089.0
R,R,56.0,156873.0,R,1000.0
Y,Y,57.0,156873.0,Y,959.0
G,G,58.0,156873.0,G,1096.0
R,R,59.0,156873.0,R,984.0
G,G,60.0,156873.0,G,983.0
Y,Y,61.0,156873.0,Y,1232.0
B,B,62.0,156873.0,B,1368.0
Y,Y,63.0,156873.0,Y,1704.0
B,B,64.0,156873.0,B,968.0
G,G,65.0,156873.0,G,1056.0
Y,Y,66.0,156873.0,Y,960.0
B,B,67.0,156873.0,B,1072.0
Y,Y,68.0,156873.0,Y,984.0
B,B,69.0,156873.0,B,1584.0
G,G,70.0,156873.0,G,536.0
B,B,71.0,156873.0,B,1184.0
R,R,72.0,156873.0,R,576.0
B,B,73.0,156873.0,B,848.0
G,G,74.0,156873.0,G,1168.0
R,R,75.0,156873.0,R,872.0
Y,Y,76.0,156873.0,Y,928.0
B,B,77.0,156873.0,B,1208.0
Y,Y,78.0,156873.0,Y,992.0
B,B,79.0,156873.0,B,1280.0
Y,Y,80.0,156873.0,Y,1160.0
B,B,81.0,156873.0,B,1039.0
G,G,82.0,156873.0,G,976.0
B,B,83.0,156873.0,B,1256.0
G,G,84.0,156873.0,G,728.0
Y,Y,85.0,156873.0,Y,1008.0
R,R,86.0,156873.0,R,440.0
Y,Y,87.0,156873.0,Y,960.0
R,R,88.0,156873.0,R,807.0
G,G,89.0,156873.0,G,1120.0
Y,Y,90.0,156873.0,Y,1008.0
G,G,1.0,156874.0,Y,3844.0
R,R,2.0,156874.0,B,3992.0
G,G,3.0,156874.0,R,1616.0
B,B,4.0,156874.0,Y,1408.0
R,G,5.0,156874.0,R,2304.0
R,R,6.0,156874.0,B,2496.0
Y,Y,7.0,156874.0,R,2624.0
G,G,8.0,156874.0,B,2464.0
Y,B,9.0,156874.0,Y,3200.0
B,B,11.0,156874.0,Y,1816.0
R,R,12.0,156874.0,B,2224.0
G,Y,13.0,156874.0,G,1968.0
B,B,14.0,156874.0,Y,2976.0
R,R,15.0,156874.0,B,2320.0
G,G,16.0,156874.0,Y,2120.0
Y,Y,17.0,156874.0,B,2632.0
R,R,18.0,156874.0,G,2592.0
G,G,19.0,156874.0,R,1943.0
Y,Y,20.0,156874.0,G,1935.0
R,R,21.0,156874.0,B,2472.0
B,B,22.0,156874.0,R,1832.0
R,R,23.0,156874.0,B,1695.0
B,B,24.0,156874.0,Y,3319.0
Y,Y,25.0,156874.0,G,3839.0
R,R,26.0,156874.0,B,2087.0
B,B,27.0,156874.0,G,2200.0
G,G,28.0,156874.0,Y,1615.0
Y,Y,29.0,156874.0,B,2031.0
B,B,30.0,156874.0,G,1599.0
G,G,31.0,156874.0,R,1329.0
B,B,32.0,156874.0,Y,1295.0
R,R,33.0,156874.0,G,1240.0
Y,Y,34.0,156874.0,R,1943.0
G,G,35.0,156874.0,Y,2944.0
R,R,36.0,156874.0,B,1952.0
G,G,37.0,156874.0,R,2984.0
R,R,38.0,156874.0,B,1631.0
G,G,39.0,156874.0,Y,2640.0
Y,Y,40.0,156874.0,G,2240.0
G,G,41.0,156874.0,Y,1848.0
B,B,42.0,156874.0,R,2464.0
G,G,43.0,156874.0,Y,4208.0
R,R,44.0,156874.0,G,1624.0
G,G,45.0,156874.0,R,1792.0
Y,Y,46.0,156874.0,Y,2149.0
G,G,47.0,156874.0,G,1712.0
B,B,48.0,156874.0,B,1583.0
Y,Y,49.0,156874.0,Y,1505.0
B,B,50.0,156874.0,B,1415.0
R,R,51.0,156874.0,R,1128.0
G,G,52.0,156874.0,G,1048.0
B,B,53.0,156874.0,B,1232.0
G,G,54.0,156874.0,G,1175.0
Y,Y,55.0,156874.0,Y,1089.0
R,R,56.0,156874.0,R,1000.0
Y,Y,57.0,156874.0,Y,959.0
G,G,58.0,156874.0,G,1096.0
R,R,59.0,156874.0,R,984.0
G,G,60.0,156874.0,G,983.0
Y,Y,61.0,156874.0,Y,1232.0
B,B,62.0,156874.0,B,1368.0
Y,Y,63.0,156874.0,Y,1704.0
B,B,64.0,156874.0,B,968.0
G,G,65.0,156874.0,G,1056.0
Y,Y,66.0,156874.0,Y,960.0
B,B,67.0,156874.0,B,1072.0
Y,Y,68.0,156874.0,Y,984.0
B,B,69.0,156874.0,B,1584.0
G,G,70.0,156874.0,G,536.0
B,B,71.0,156874.0,B,1184.0
R,R,72.0,156874.0,R,576.0
B,B,73.0,156874.0,B,848.0
G,G,74.0,156874.0,G,1168.0
R,R,75.0,156874.0,R,872.0
Y,Y,76.0,156874.0,Y,928.0
B,B,77.0,156874.0,B,1208.0
Y,Y,78.0,156874.0,Y,992.0
B,B,79.0,156874.0,B,1280.0
Y,Y,80.0,156874.0,Y,1160.0
B,B,81.0,156874.0,B,1039.0
G,G,82.0,156874.0,G,976.0
B,B,83.0,156874.0,B,1256.0
G,G,84.0,156874.0,G,728.0
Y,Y,85.0,156874.0,Y,1008.0
R,R,86.0,156874.0,R,440.0
Y,Y,87.0,156874.0,Y,960.0
R,R,88.0,156874.0,R,807.0
G,G,89.0,156874.0,G,1120.0
Y,Y,90.0,156874.0,Y,1008.0
G,G,3.0,156875.0,Y,4992.0
Y,Y,4.0,156875.0,R,1904.0
R,R,5.0,156875.0,G,5320.0
Y,Y,6.0,156875.0,R,3432.0
B,B,7.0,156875.0,G,3856.0
Y,Y,8.0,156875.0,R,1536.0
B,B,9.0,156875.0,G,1656.0
R,R,10.0,156875.0,B,1872.0
B,B,11.0,156875.0,G,2088.0
G,G,12.0,156875.0,B,5256.0
G,G,14.0,156875.0,B,1552.0
B,B,15.0,156875.0,Y,2208.0
Y,Y,16.0,156875.0,B,1648.0
B,B,17.0,156875.0,G,1752.0
R,R,18.0,156875.0,Y,5344.0
B,B,19.0,156875.0,R,3432.0
R,R,20.0,156875.0,B,1968.0
Y,Y,21.0,156875.0,G,1440.0
R,R,22.0,156875.0,B,1599.0
G,G,23.0,156875.0,R,1711.0
R,R,24.0,156875.0,B,1560.0
B,B,25.0,156875.0,G,2856.0
G,G,26.0,156875.0,Y,1888.0
B,B,27.0,156875.0,R,1512.0
Y,Y,28.0,156875.0,G,1904.0
G,G,29.0,156875.0,B,2799.0
B,B,30.0,156875.0,Y,1648.0
Y,Y,31.0,156875.0,G,1551.0
B,B,32.0,156875.0,R,1360.0
R,R,33.0,156875.0,B,1447.0
B,B,34.0,156875.0,G,3256.0
G,G,35.0,156875.0,Y,3560.0
R,R,36.0,156875.0,G,1615.0
G,G,37.0,156875.0,R,1655.0
Y,Y,38.0,156875.0,G,1599.0
B,B,39.0,156875.0,Y,2455.0
G,G,40.0,156875.0,B,2423.0
B,B,41.0,156875.0,R,1575.0
G,G,42.0,156875.0,Y,2623.0
Y,Y,43.0,156875.0,R,1687.0
G,G,44.0,156875.0,B,1591.0
R,R,45.0,156875.0,Y,2240.0
R,R,47.0,156875.0,R,1424.0
B,B,48.0,156875.0,B,1968.0
R,R,49.0,156875.0,R,1440.0
R,R,51.0,156875.0,R,5760.0
Y,Y,52.0,156875.0,Y,3200.0
R,R,53.0,156875.0,R,1224.0
Y,Y,54.0,156875.0,Y,1104.0
B,B,55.0,156875.0,B,1360.0
G,G,56.0,156875.0,G,2152.0
R,R,57.0,156875.0,R,1248.0
B,B,58.0,156875.0,B,1152.0
G,G,59.0,156875.0,G,1504.0
R,R,60.0,156875.0,R,1592.0
G,G,61.0,156875.0,G,1400.0
R,R,62.0,156875.0,R,1096.0
G,G,63.0,156875.0,G,1016.0
Y,Y,64.0,156875.0,Y,1120.0
R,R,65.0,156875.0,R,2032.0
Y,Y,66.0,156875.0,Y,1072.0
B,B,67.0,156875.0,B,1136.0
R,R,68.0,156875.0,R,1008.0
Y,Y,69.0,156875.0,Y,976.0
B,B,70.0,156875.0,B,992.0
Y,Y,71.0,156875.0,Y,1048.0
G,G,72.0,156875.0,G,1040.0
R,R,73.0,156875.0,R,1080.0
G,G,74.0,156875.0,G,1024.0
B,B,75.0,156875.0,B,1144.0
R,R,76.0,156875.0,R,952.0
G,G,77.0,156875.0,G,1008.0
B,B,78.0,156875.0,B,1264.0
Y,Y,79.0,156875.0,Y,1000.0
B,B,80.0,156875.0,B,968.0
Y,Y,81.0,156875.0,Y,1000.0
R,R,82.0,156875.0,R,1192.0
Y,Y,83.0,156875.0,Y,944.0
B,B,84.0,156875.0,B,936.0
Y,Y,85.0,156875.0,Y,896.0
G,G,86.0,156875.0,G,936.0
Y,Y,87.0,156875.0,Y,944.0
R,R,88.0,156875.0,R,984.0
G,G,89.0,156875.0,G,1096.0
R,R,90.0,156875.0,R,984.0
G,G,3.0,156876.0,Y,4992.0
Y,Y,4.0,156876.0,R,1904.0
R,R,5.0,156876.0,G,5320.0
Y,Y,6.0,156876.0,R,3432.0
B,B,7.0,156876.0,G,3856.0
Y,Y,8.0,156876.0,R,1536.0
B,B,9.0,156876.0,G,1656.0
R,R,10.0,156876.0,B,1872.0
B,B,11.0,156876.0,G,2088.0
G,G,12.0,156876.0,B,5256.0
G,G,14.0,156876.0,B,1552.0
B,B,15.0,156876.0,Y,2208.0
Y,Y,16.0,156876.0,B,1648.0
B,B,17.0,156876.0,G,1752.0
R,R,18.0,156876.0,Y,5344.0
B,B,19.0,156876.0,R,3432.0
R,R,20.0,156876.0,B,1968.0
Y,Y,21.0,156876.0,G,1440.0
R,R,22.0,156876.0,B,1599.0
G,G,23.0,156876.0,R,1711.0
R,R,24.0,156876.0,B,1560.0
B,B,25.0,156876.0,G,2856.0
G,G,26.0,156876.0,Y,1888.0
B,B,27.0,156876.0,R,1512.0
Y,Y,28.0,156876.0,G,1904.0
G,G,29.0,156876.0,B,2799.0
B,B,30.0,156876.0,Y,1648.0
Y,Y,31.0,156876.0,G,1551.0
B,B,32.0,156876.0,R,1360.0
R,R,33.0,156876.0,B,1447.0
B,B,34.0,156876.0,G,3256.0
G,G,35.0,156876.0,Y,3560.0
R,R,36.0,156876.0,G,1615.0
G,G,37.0,156876.0,R,1655.0
Y,Y,38.0,156876.0,G,1599.0
B,B,39.0,156876.0,Y,2455.0
G,G,40.0,156876.0,B,2423.0
B,B,41.0,156876.0,R,1575.0
G,G,42.0,156876.0,Y,2623.0
Y,Y,43.0,156876.0,R,1687.0
G,G,44.0,156876.0,B,1591.0
R,R,45.0,156876.0,Y,2240.0
R,R,47.0,156876.0,R,1424.0
B,B,48.0,156876.0,B,1968.0
R,R,49.0,156876.0,R,1440.0
R,R,51.0,156876.0,R,5760.0
Y,Y,52.0,156876.0,Y,3200.0
R,R,53.0,156876.0,R,1224.0
Y,Y,54.0,156876.0,Y,1104.0
B,B,55.0,156876.0,B,1360.0
G,G,56.0,156876.0,G,2152.0
R,R,57.0,156876.0,R,1248.0
B,B,58.0,156876.0,B,1152.0
G,G,59.0,156876.0,G,1504.0
R,R,60.0,156876.0,R,1592.0
G,G,61.0,156876.0,G,1400.0
R,R,62.0,156876.0,R,1096.0
G,G,63.0,156876.0,G,1016.0
Y,Y,64.0,156876.0,Y,1120.0
R,R,65.0,156876.0,R,2032.0
Y,Y,66.0,156876.0,Y,1072.0
B,B,67.0,156876.0,B,1136.0
R,R,68.0,156876.0,R,1008.0
Y,Y,69.0,156876.0,Y,976.0
B,B,70.0,156876.0,B,992.0
Y,Y,71.0,156876.0,Y,1048.0
G,G,72.0,156876.0,G,1040.0
R,R,73.0,156876.0,R,1080.0
G,G,74.0,156876.0,G,1024.0
B,B,75.0,156876.0,B,1144.0
R,R,76.0,156876.0,R,952.0
G,G,77.0,156876.0,G,1008.0
B,B,78.0,156876.0,B,1264.0
Y,Y,79.0,156876.0,Y,1000.0
B,B,80.0,156876.0,B,968.0
Y,Y,81.0,156876.0,Y,1000.0
R,R,82.0,156876.0,R,1192.0
Y,Y,83.0,156876.0,Y,944.0
B,B,84.0,156876.0,B,936.0
Y,Y,85.0,156876.0,Y,896.0
G,G,86.0,156876.0,G,936.0
Y,Y,87.0,156876.0,Y,944.0
R,R,88.0,156876.0,R,984.0
G,G,89.0,156876.0,G,1096.0
R,R,90.0,156876.0,R,984.0
G,G,3.0,156877.0,Y,4992.0
Y,Y,4.0,156877.0,R,1904.0
R,R,5.0,156877.0,G,5320.0
Y,Y,6.0,156877.0,R,3432.0
B,B,7.0,156877.0,G,3856.0
Y,Y,8.0,156877.0,R,1536.0
B,B,9.0,156877.0,G,1656.0
R,R,10.0,156877.0,B,1872.0
B,B,11.0,156877.0,G,2088.0
G,G,12.0,156877.0,B,5256.0
G,G,14.0,156877.0,B,1552.0
B,B,15.0,156877.0,Y,2208.0
Y,Y,16.0,156877.0,B,1648.0
B,B,17.0,156877.0,G,1752.0
R,R,18.0,156877.0,Y,5344.0
B,B,19.0,156877.0,R,3432.0
R,R,20.0,156877.0,B,1968.0
Y,Y,21.0,156877.0,G,1440.0
R,R,22.0,156877.0,B,1599.0
G,G,23.0,156877.0,R,1711.0
R,R,24.0,156877.0,B,1560.0
B,B,25.0,156877.0,G,2856.0
G,G,26.0,156877.0,Y,1888.0
B,B,27.0,156877.0,R,1512.0
Y,Y,28.0,156877.0,G,1904.0
G,G,29.0,156877.0,B,2799.0
B,B,30.0,156877.0,Y,1648.0
Y,Y,31.0,156877.0,G,1551.0
B,B,32.0,156877.0,R,1360.0
R,R,33.0,156877.0,B,1447.0
B,B,34.0,156877.0,G,3256.0
G,G,35.0,156877.0,Y,3560.0
R,R,36.0,156877.0,G,1615.0
G,G,37.0,156877.0,R,1655.0
Y,Y,38.0,156877.0,G,1599.0
B,B,39.0,156877.0,Y,2455.0
G,G,40.0,156877.0,B,2423.0
B,B,41.0,156877.0,R,1575.0
G,G,42.0,156877.0,Y,2623.0
Y,Y,43.0,156877.0,R,1687.0
G,G,44.0,156877.0,B,1591.0
R,R,45.0,156877.0,Y,2240.0
R,R,47.0,156877.0,R,1424.0
B,B,48.0,156877.0,B,1968.0
R,R,49.0,156877.0,R,1440.0
R,R,51.0,156877.0,R,5760.0
Y,Y,52.0,156877.0,Y,3200.0
R,R,53.0,156877.0,R,1224.0
Y,Y,54.0,156877.0,Y,1104.0
B,B,55.0,156877.0,B,1360.0
G,G,56.0,156877.0,G,2152.0
R,R,57.0,156877.0,R,1248.0
B,B,58.0,156877.0,B,1152.0
G,G,59.0,156877.0,G,1504.0
R,R,60.0,156877.0,R,1592.0
G,G,61.0,156877.0,G,1400.0
R,R,62.0,156877.0,R,1096.0
G,G,63.0,156877.0,G,1016.0
Y,Y,64.0,156877.0,Y,1120.0
R,R,65.0,156877.0,R,2032.0
Y,Y,66.0,156877.0,Y,1072.0
B,B,67.0,156877.0,B,1136.0
R,R,68.0,156877.0,R,1008.0
Y,Y,69.0,156877.0,Y,976.0
B,B,70.0,156877.0,B,992.0
Y,Y,71.0,156877.0,Y,1048.0
G,G,72.0,156877.0,G,1040.0
R,R,73.0,156877.0,R,1080.0
G,G,74.0,156877.0,G,1024.0
B,B,75.0,156877.0,B,1144.0
R,R,76.0,156877.0,R,952.0
G,G,77.0,156877.0,G,1008.0
B,B,78.0,156877.0,B,1264.0
Y,Y,79.0,156877.0,Y,1000.0
B,B,80.0,156877.0,B,968.0
Y,Y,81.0,156877.0,Y,1000.0
R,R,82.0,156877.0,R,1192.0
Y,Y,83.0,156877.0,Y,944.0
B,B,84.0,156877.0,B,936.0
Y,Y,85.0,156877.0,Y,896.0
G,G,86.0,156877.0,G,936.0
Y,Y,87.0,156877.0,Y,944.0
R,R,88.0,156877.0,R,984.0
G,G,89.0,156877.0,G,1096.0
R,R,90.0,156877.0,R,984.0
G,G,3.0,156878.0,Y,4992.0
Y,Y,4.0,156878.0,R,1904.0
R,R,5.0,156878.0,G,5320.0
Y,Y,6.0,156878.0,R,3432.0
B,B,7.0,156878.0,G,3856.0
Y,Y,8.0,156878.0,R,1536.0
B,B,9.0,156878.0,G,1656.0
R,R,10.0,156878.0,B,1872.0
B,B,11.0,156878.0,G,2088.0
G,G,12.0,156878.0,B,5256.0
G,G,14.0,156878.0,B,1552.0
B,B,15.0,156878.0,Y,2208.0
Y,Y,16.0,156878.0,B,1648.0
B,B,17.0,156878.0,G,1752.0
R,R,18.0,156878.0,Y,5344.0
B,B,19.0,156878.0,R,3432.0
R,R,20.0,156878.0,B,1968.0
Y,Y,21.0,156878.0,G,1440.0
R,R,22.0,156878.0,B,1599.0
G,G,23.0,156878.0,R,1711.0
R,R,24.0,156878.0,B,1560.0
B,B,25.0,156878.0,G,2856.0
G,G,26.0,156878.0,Y,1888.0
B,B,27.0,156878.0,R,1512.0
Y,Y,28.0,156878.0,G,1904.0
G,G,29.0,156878.0,B,2799.0
B,B,30.0,156878.0,Y,1648.0
Y,Y,31.0,156878.0,G,1551.0
B,B,32.0,156878.0,R,1360.0
R,R,33.0,156878.0,B,1447.0
B,B,34.0,156878.0,G,3256.0
G,G,35.0,156878.0,Y,3560.0
R,R,36.0,156878.0,G,1615.0
G,G,37.0,156878.0,R,1655.0
Y,Y,38.0,156878.0,G,1599.0
B,B,39.0,156878.0,Y,2455.0
G,G,40.0,156878.0,B,2423.0
B,B,41.0,156878.0,R,1575.0
G,G,42.0,156878.0,Y,2623.0
Y,Y,43.0,156878.0,R,1687.0
G,G,44.0,156878.0,B,1591.0
R,R,45.0,156878.0,Y,2240.0
R,R,47.0,156878.0,R,1424.0
B,B,48.0,156878.0,B,1968.0
R,R,49.0,156878.0,R,1440.0
R,R,51.0,156878.0,R,5760.0
Y,Y,52.0,156878.0,Y,3200.0
R,R,53.0,156878.0,R,1224.0
Y,Y,54.0,156878.0,Y,1104.0
B,B,55.0,156878.0,B,1360.0
G,G,56.0,156878.0,G,2152.0
R,R,57.0,156878.0,R,1248.0
B,B,58.0,156878.0,B,1152.0
G,G,59.0,156878.0,G,1504.0
R,R,60.0,156878.0,R,1592.0
G,G,61.0,156878.0,G,1400.0
R,R,62.0,156878.0,R,1096.0
G,G,63.0,156878.0,G,1016.0
Y,Y,64.0,156878.0,Y,1120.0
R,R,65.0,156878.0,R,2032.0
Y,Y,66.0,156878.0,Y,1072.0
B,B,67.0,156878.0,B,1136.0
R,R,68.0,156878.0,R,1008.0
Y,Y,69.0,156878.0,Y,976.0
B,B,70.0,156878.0,B,992.0
Y,Y,71.0,156878.0,Y,1048.0
G,G,72.0,156878.0,G,1040.0
R,R,73.0,156878.0,R,1080.0
G,G,74.0,156878.0,G,1024.0
B,B,75.0,156878.0,B,1144.0
R,R,76.0,156878.0,R,952.0
G,G,77.0,156878.0,G,1008.0
B,B,78.0,156878.0,B,1264.0
Y,Y,79.0,156878.0,Y,1000.0
B,B,80.0,156878.0,B,968.0
Y,Y,81.0,156878.0,Y,1000.0
R,R,82.0,156878.0,R,1192.0
Y,Y,83.0,156878.0,Y,944.0
B,B,84.0,156878.0,B,936.0
Y,Y,85.0,156878.0,Y,896.0
G,G,86.0,156878.0,G,936.0
Y,Y,87.0,156878.0,Y,944.0
R,R,88.0,156878.0,R,984.0
G,G,89.0,156878.0,G,1096.0
R,R,90.0,156878.0,R,984.0
G,G,3.0,156879.0,Y,4992.0
Y,Y,4.0,156879.0,R,1904.0
R,R,5.0,156879.0,G,5320.0
Y,Y,6.0,156879.0,R,3432.0
B,B,7.0,156879.0,G,3856.0
Y,Y,8.0,156879.0,R,1536.0
B,B,9.0,156879.0,G,1656.0
R,R,10.0,156879.0,B,1872.0
B,B,11.0,156879.0,G,2088.0
G,G,12.0,156879.0,B,5256.0
G,G,14.0,156879.0,B,1552.0
B,B,15.0,156879.0,Y,2208.0
Y,Y,16.0,156879.0,B,1648.0
B,B,17.0,156879.0,G,1752.0
R,R,18.0,156879.0,Y,5344.0
B,B,19.0,156879.0,R,3432.0
R,R,20.0,156879.0,B,1968.0
Y,Y,21.0,156879.0,G,1440.0
R,R,22.0,156879.0,B,1599.0
G,G,23.0,156879.0,R,1711.0
R,R,24.0,156879.0,B,1560.0
B,B,25.0,156879.0,G,2856.0
G,G,26.0,156879.0,Y,1888.0
B,B,27.0,156879.0,R,1512.0
Y,Y,28.0,156879.0,G,1904.0
G,G,29.0,156879.0,B,2799.0
B,B,30.0,156879.0,Y,1648.0
Y,Y,31.0,156879.0,G,1551.0
B,B,32.0,156879.0,R,1360.0
R,R,33.0,156879.0,B,1447.0
B,B,34.0,156879.0,G,3256.0
G,G,35.0,156879.0,Y,3560.0
R,R,36.0,156879.0,G,1615.0
G,G,37.0,156879.0,R,1655.0
Y,Y,38.0,156879.0,G,1599.0
B,B,39.0,156879.0,Y,2455.0
G,G,40.0,156879.0,B,2423.0
B,B,41.0,156879.0,R,1575.0
G,G,42.0,156879.0,Y,2623.0
Y,Y,43.0,156879.0,R,1687.0
G,G,44.0,156879.0,B,1591.0
R,R,45.0,156879.0,Y,2240.0
R,R,47.0,156879.0,R,1424.0
B,B,48.0,156879.0,B,1968.0
R,R,49.0,156879.0,R,1440.0
R,R,51.0,156879.0,R,5760.0
Y,Y,52.0,156879.0,Y,3200.0
R,R,53.0,156879.0,R,1224.0
Y,Y,54.0,156879.0,Y,1104.0
B,B,55.0,156879.0,B,1360.0
G,G,56.0,156879.0,G,2152.0
R,R,57.0,156879.0,R,1248.0
B,B,58.0,156879.0,B,1152.0
G,G,59.0,156879.0,G,1504.0
R,R,60.0,156879.0,R,1592.0
G,G,61.0,156879.0,G,1400.0
R,R,62.0,156879.0,R,1096.0
G,G,63.0,156879.0,G,1016.0
Y,Y,64.0,156879.0,Y,1120.0
R,R,65.0,156879.0,R,2032.0
Y,Y,66.0,156879.0,Y,1072.0
B,B,67.0,156879.0,B,1136.0
R,R,68.0,156879.0,R,1008.0
Y,Y,69.0,156879.0,Y,976.0
B,B,70.0,156879.0,B,992.0
Y,Y,71.0,156879.0,Y,1048.0
G,G,72.0,156879.0,G,1040.0
R,R,73.0,156879.0,R,1080.0
G,G,74.0,156879.0,G,1024.0
B,B,75.0,156879.0,B,1144.0
R,R,76.0,156879.0,R,952.0
G,G,77.0,156879.0,G,1008.0
B,B,78.0,156879.0,B,1264.0
Y,Y,79.0,156879.0,Y,1000.0
B,B,80.0,156879.0,B,968.0
Y,Y,81.0,156879.0,Y,1000.0
R,R,82.0,156879.0,R,1192.0
Y,Y,83.0,156879.0,Y,944.0
B,B,84.0,156879.0,B,936.0
Y,Y,85.0,156879.0,Y,896.0
G,G,86.0,156879.0,G,936.0
Y,Y,87.0,156879.0,Y,944.0
R,R,88.0,156879.0,R,984.0
G,G,89.0,156879.0,G,1096.0
R,R,90.0,156879.0,R,984.0
